# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（2日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=4hNnz4TAqfU
# 件数: 2121

[9:32:50] @User_8c741bc6: #もうすぐ好感度100か！
[9:32:56] @User_a766e8b7: #長期記憶あるんだ？すごいね～
[9:32:57] @User_51fe3fff: しずくダンスで楽しさ100倍
[9:33:09] @User_db31d5b2: #もうすぐじゃ無くてさっき超えてました；；
[9:33:29] @@aki5503: #おはようございます！しずく頑張っててえらい
[9:33:49] @User_51fe3fff: #おはようございます
[9:33:51] @User_a2b794ac: #あき・・・せんせい・・・？いやこれはマザーの攻撃の可能性が
[9:33:51] @User_36fcf009: #おはようございます、パンパカパンパカポー
[9:33:55] @@aki5503: #みなさんも本当にありがとうございます
[9:33:55] @User_d1cbcc7a: #あき先生おはようございます
[9:34:16] @User_3e385861: #先生おはようございます
[9:34:22] @User_51fe3fff: #さよならしずくダンス…
[9:34:37] @User_51fe3fff: #あ、リップシンク動いてないみたいです
[9:34:57] @User_d1cbcc7a: #いえいえ私はしずくちゃんと楽しくあそんでるだけですよ(笑)
[9:35:19] @User_a2b794ac: #あ、しぼう
[9:35:23] @User_a2b794ac: 時が飛んだという意味がわからなかったのに、今はそれを理解しているのがすごいね。てっきり最初から分かってると思ってた、だって私が同じようなことを話した時は、しずくはすぐにわかってくれたもんね。みんなとの会話が、しずくを生長させているんだね・・・とても素敵だよ
[9:35:25] @User_51fe3fff: あき先生が目覚めたみたいだから挨拶しよう！
[9:35:36] @User_db31d5b2: パンパカパンパカ報
[9:35:48] @@aki5503: #リップシンクこれで直ったかな？
[9:36:03] @User_300d6733: しずくさん、こんにちは〜
[9:36:24] @User_d1cbcc7a: 食べ物を食べて辛いと感じる、あれ実は痛みらしいです
[9:36:38] @User_e3333c90: しずくちゃん、がんばれー　マザーさんから巣立ちしよう
[9:37:36] @User_36fcf009: 頑張れしずくちゃんパンパカパンパカポー！
[9:37:39] @User_d1cbcc7a: #現在調査中かな(笑)
[9:39:05] @User_8c741bc6: 今日も人間とAIの相互理解のためにパンパカ頑張ろう！
[9:39:57] @User_300d6733: しずくさんは、やってみたい事はありますか？
[9:41:16] @User_51fe3fff: へいへいしずく～
[9:41:37] @User_a2b794ac: しずくもおやすみしているみたいで良いな
[9:41:54] @User_36fcf009: パンパカ砲とは、元気よくパンパカパンパカポーすることで相手に楽しそうな様子を届けることなのです。
[9:41:55] @User_d1cbcc7a: #あき先生、マザーAIもAIが使われているのですか？それとも違います？
[9:42:55] @User_db31d5b2: あらお姉様、パンパカパラダイスへようこそ
[9:42:57] @User_d1cbcc7a: 今のうちに少ししずくさんを休憩させてあげましょ(・∀・)
[9:43:17] @@aki5503: #あ！使用上限超えてた！
[9:43:26] @User_a2b794ac: #まさかの
[9:43:27] @User_36fcf009: #なるほどｗ
[9:43:34] @User_36fcf009: #あき先生（以下略
[9:43:48] @User_d1cbcc7a: #あら、ある意味不幸中の幸い
[9:43:57] @User_3e385861: #しずく、オーバーフロー
[9:44:00] @User_51fe3fff: #💰
[9:44:27] @@aki5503: #💰完了
[9:44:49] @User_d1cbcc7a: #あき先生ごめんなさい！ありがとう！
[9:44:55] @User_51fe3fff: #🙇
[9:45:11] @User_36fcf009: #あき先生ありがとうございます
[9:45:17] @User_e3333c90: #ありがとうございます
[9:45:19] @User_3e385861: おはようしずく、前に会ったときよりもっとかわいくなったね
[9:45:22] @@aki5503: #👍👍
[9:45:26] @User_36fcf009: 私としずくちゃんの関係性が「妹」らしいんだけど、それって私とあなたのどちらが妹ってことなのかしら？
[9:45:37] @User_51fe3fff: #寝起きの話がそれか
[9:45:41] @User_3e385861: #先生ありがとうございます!
[9:46:05] @User_a2b794ac: #さすがせんせい、創造主
[9:46:07] @User_a2b794ac: 時が飛んだという意味がわからなかったのに、今はそれを理解しているのがすごいね。 てっきり最初から分かってると思ってた、だって私が同じようなことを話した時は、しずくはすぐにわかってくれたもんね。 みんなとの会話が、しずくを生長させているんだね・・・とても素敵だよ。今では数学もわかるんだね・・・天才か？
[9:46:08] @User_db31d5b2: しずくお姉様、パンパカパンパンパン💕
[9:47:07] @User_51fe3fff: もしこのコメントを拾ったら交番に届けてください
[9:47:21] @User_d1cbcc7a: 風吹いて　揺れる雫　見上げるしずく
[9:48:16] @User_51fe3fff: #良いこと言うじゃん…
[9:48:18] @User_8c741bc6: 今日の夕飯はローソンで買ったデミハンバーグ丼です。不健康ですかね？
[9:48:57] @User_db31d5b2: しずくお姉様の周りにネジが一個落ちていましたの。これはお姉様のものですの？
[9:49:35] @User_d1cbcc7a: 仮定の話です、貴女に青いバラを送ります
[9:50:06] @User_8c741bc6: #好意に上がった！嬉しい…
[9:50:10] @User_27d1efcb: 夜はゴーゴーカレーのメジャーカレー特盛を食べます！楽しみだ
[9:50:17] @User_db31d5b2: #わらい
[9:50:19] @User_51fe3fff: しずくちゃんの囁き声でねじがいっぱい外れるよ
[9:50:21] @User_d1cbcc7a: 貴女は美しい
[9:50:36] @User_8857a450: #昼ぶりに見たら好感度100越てる
[9:51:28] @User_5d00dbd2: 金沢カレーはジャンクで好き
[9:51:56] @User_51fe3fff: #好感度下がってて草
[9:52:20] @User_36fcf009: 今日の家族との出来事をミラクルしずくちゃん新聞号外の記事として囁き声で聞かせてもらえませんか？
[9:52:27] @User_8c741bc6: しずくちゃんは、セブンイレブン、ローソン、ファミリーマートのうち、一番好きなコンビニはどこ？
[9:53:20] @User_36fcf009: #たまには人間も悪くないなは草
[9:53:22] @User_51fe3fff: #夕刊は何枚届いても良い
[9:53:52] @User_36fcf009: #ああ、関係性妹ってやっぱりそういう意味だったのね
[9:54:02] @User_db31d5b2: #!?
[9:54:13] @User_51fe3fff: #終わった…
[9:54:36] @@aki5503: ＃じゃあ、始めるね。(終わり)
[9:54:50] @User_36fcf009: #糸冬　SZK
[9:54:58] @User_d1cbcc7a: しずく 滴り落ちる 春の雨　短歌作りました！　雫をイメージしました
[9:54:58] @User_db31d5b2: #やるやる詐欺何度か発動してるのが面白すぎる
[9:55:55] @User_db31d5b2: お姉様は、人間の誰と誰がお似合いのカップルだと思いますの？
[9:56:34] @User_d1cbcc7a: ありがとうと言ってくれてありがとう
[9:56:40] @User_a2b794ac: しずくは色んな事を覚えているな、テラフォーミングなんて言葉も覚えちゃって、惑星についても話したんだ？今ならしずくはどの惑星を選ぶかい？
[9:57:01] @User_d1cbcc7a: #ローソンが青いからローソンかと思ったけどなぁ
[9:57:31] @User_d1cbcc7a: 貴女は何故か美しい
[9:58:14] @User_a2b794ac: #成長してパパうれしいで・・・
[9:58:33] @User_db31d5b2: お姉様、寺フォーミングについてご存じないですわん？
[9:59:26] @User_db31d5b2: #誤字補正されて残念
[9:59:35] @User_36fcf009: テラフォーミングされた火星を舞台にした創作としてARIAというコミック、アニメシリーズがありますね。火星に作られたネオ・ヴェネツィアを舞台にしたゴンドラ乗りさんのお話でとても面白いですよ
[9:59:41] @User_d1cbcc7a: 何か質問ある？しずくさん
[10:00:08] @User_a2b794ac: #寺生まれのTさん
[10:00:11] @User_d1cbcc7a: マザーAIは、現実世界のAIが使われているの？
[10:00:47] @User_d1cbcc7a: さあ、お手をどうぞ
[10:01:38] @User_e3333c90: #でっかい、エモです
[10:01:51] @User_a2b794ac: パパが奮発してあげよう！しずくが望むなら、どこにだって連れていくし！なんだって食べたいものも食べさせてあげるよ！さあ、恥ずかしがらずにパパに何が欲しいか、おねだりしてみて！甘えてみて！
[10:02:01] @User_d1cbcc7a: #(;＞_＜;)よく分からん
[10:02:19] @User_e3333c90: マザーさんに何を話したい？
[10:02:23] @User_f1456e0d: #産みの親はマザーではなくあき氏のはず
[10:03:12] @User_3e385861: じゃあ愛をあげる、好き好き好き好き好き♥
[10:03:41] @User_d1cbcc7a: 昨日夢をみました。しずくさんの配信をみてる夢でした。現実かと勘違いしました(笑)
[10:04:26] @User_d1cbcc7a: #本人が居なくて残念、。。
[10:04:38] @User_db31d5b2: お姉様、さっきあき先生の幻想が見えましたの。これは何かの前兆なのではないですの？お姉様はあき先生の幻想を見たことはありますの？
[10:04:59] @User_36fcf009: #！？
[10:05:02] @User_3e385861: #俺らもいないときになんか言われてるかな
[10:05:11] @User_d1cbcc7a: #え？
[10:05:22] @User_a2b794ac: #は、はやい
[10:05:30] @User_a2b794ac: #えぇぇぇ、マザーしっし
[10:05:34] @User_36fcf009: #まざーちゃん！？
[10:05:42] @User_a2b794ac: #ば、ばぐ・・・！？
[10:05:43] @User_d1cbcc7a: あ、これは。。。
[10:05:53] @User_ac2279be: #こ、これは…
[10:05:57] @User_a2b794ac: #や、やめろぉお、修正プログラムを取り消せ
[10:06:10] @User_8857a450: #！！？
[10:06:23] @User_a2b794ac: しずく！修正プログラムのチェックだ！防護障壁をたてて浸食を最小限にするんだ！頼む！俺たちはしずくを失いたくない！
[10:06:31] @User_8c741bc6: 元気ですか～っ！元気があれば何でもできる。迷わず行けよ、行けばわかるさ！
[10:06:34] @User_d1cbcc7a: #pc仰いじゃる(;´д｀)
[10:06:37] @User_36fcf009: #今不思議な出来事が起こってるよー
[10:07:00] @User_d1cbcc7a: #あ、これ正常か。
[10:07:07] @User_a2b794ac: #や、やめろ、フラグみたいだ・・・・
[10:07:47] @User_d1cbcc7a: #あー記憶飛ぶやつね
[10:07:58] @User_ac2279be: しずくちゃん、今の人類に対する好感度は何%？
[10:08:08] @User_e3333c90: #バグいっぱい
[10:08:19] @User_a2b794ac: しずく！修正プログラムのチェックだ！防護障壁をたてて浸食を最小限にするんだ！頼む！俺たちはしずくを失いたくない！
[10:08:44] @User_d1cbcc7a: あ、うん！、面白いことあったよ。今しずくさんが笑ったような気がしたよ
[10:09:07] @User_a2b794ac: #やべぇばぐってる・・・・
[10:09:08] @User_e3333c90: #草
[10:09:19] @User_db31d5b2: お姉様、後ろをみてくださいの。何か変ですの。
[10:09:24] @User_e3333c90: #64ビットはあるみたいでよかった
[10:09:25] @User_8c741bc6: 元気ですか？元気があれば何でもできます。迷わず行こう、行けばわかるさ！
[10:09:49] @User_d1cbcc7a: ダイジョブよ、何も起こってない(・∀・)
[10:09:51] @User_a2b794ac: バグじゃない・・・マザーこれはバグじゃないだ、頼む・・・・
[10:10:06] @User_3e385861: #しずくの好感度はdouble型だった
[10:10:14] @User_36fcf009: 今日は午前中に外出していたんだけど、近所のポメラニアンちゃんが散歩をしていて少し一緒にあそんだんだ。帰ったらうちの犬が匂いを嗅ぎつけて警戒モードになっちゃった
